"age","degree","familiarity","confidence","redistribution","gender_female","gender_male","gender_other","field_of_study_econ","field_of_study_engineer","field_of_study_law","field_of_study_med","field_of_study_na","field_of_study_natural","field_of_study_other","field_of_study_other_social","field_of_study_politics","field_of_study_psych","employment_full","employment_no","employment_part","self_x","self_y","self_z_wel","other_x","other_y","other_z_wel","trust"
27,2,3,4,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,370,290,150,680,1060,1200,0
27,2,3,4,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,450,210,70,1020,720,860,1
27,2,3,4,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,990,750,610,480,180,320,1
27,2,3,4,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,940,800,660,150,510,650,0
27,2,3,4,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,780,420,280,540,660,800,0
27,2,3,4,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,670,530,390,420,780,920,0
27,2,3,4,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,330,330,190,680,1060,1200,0
27,2,3,4,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,400,260,120,690,1050,1190,0
29,2,2,3,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,710,490,350,440,760,900,0
29,2,2,3,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,790,410,270,600,600,740,1
29,2,2,3,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1060,680,540,330,330,470,0
29,2,2,3,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,740,460,320,460,740,880,0
29,2,2,3,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1010,730,590,190,470,610,0
29,2,2,3,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,440,220,80,710,1030,1170,1
29,2,2,3,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,390,270,130,1050,690,830,1
29,2,2,3,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,980,760,620,170,490,630,0
29,2,2,3,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,660,540,400,780,420,560,1
29,2,2,3,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,890,850,710,140,520,660,0
29,2,2,3,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,520,140,0,870,870,1010,1
29,2,2,3,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,470,190,50,730,1010,1150,0
29,2,2,3,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,620,580,440,410,790,930,0
29,2,2,3,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,350,310,170,680,1060,1200,0
29,2,2,3,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,930,810,670,510,150,290,0
54,3,3,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1050,690,550,270,390,530,0
54,3,3,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,940,800,660,150,510,650,0
54,3,3,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,450,210,70,1020,720,860,1
54,3,3,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,600,600,460,410,790,930,0
54,3,3,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,870,870,730,140,520,660,0
54,3,3,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,720,480,340,750,450,590,1
54,3,3,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,990,750,610,480,180,320,1
54,3,3,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,780,420,280,540,660,800,0
54,3,3,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,640,560,420,410,790,930,0
54,3,3,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,670,530,390,420,780,920,0
54,3,3,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,910,830,690,140,520,660,0
54,3,3,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,330,330,190,680,1060,1200,0
54,3,3,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,400,260,120,690,1050,1190,0
54,3,3,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,510,150,10,810,930,1070,0
54,3,3,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,370,290,150,680,1060,1200,0
50,1,3,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,330,330,190,680,1060,1200,1
50,1,3,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,870,870,730,140,520,660,0
50,1,3,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,640,560,420,410,790,930,0
50,1,3,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,940,800,660,150,510,650,0
50,1,3,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,670,530,390,420,780,920,1
50,1,3,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,510,150,10,810,930,1070,1
50,1,3,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,990,750,610,480,180,320,0
50,1,3,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,400,260,120,690,1050,1190,1
50,1,3,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,370,290,150,680,1060,1200,1
50,1,3,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,450,210,70,1020,720,860,1
50,1,3,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,600,600,460,410,790,930,1
50,1,3,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1050,690,550,270,390,530,0
50,1,3,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,780,420,280,540,660,800,1
50,1,3,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,720,480,340,750,450,590,1
50,1,3,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,910,830,690,140,520,660,0
27,2,3,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1010,730,590,190,470,610,0
27,2,3,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,740,460,320,460,740,880,0
27,2,3,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,980,760,620,170,490,630,1
27,2,3,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,470,190,50,730,1010,1150,0
27,2,3,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,620,580,440,410,790,930,0
27,2,3,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,350,310,170,680,1060,1200,0
27,2,3,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,390,270,130,1050,690,830,1
27,2,3,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,660,540,400,780,420,560,1
27,2,3,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,710,490,350,440,760,900,0
27,2,3,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1060,680,540,330,330,470,0
27,2,3,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,790,410,270,600,600,740,0
27,2,3,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,890,850,710,140,520,660,0
27,2,3,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,930,810,670,510,150,290,1
27,2,3,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,440,220,80,710,1030,1170,0
27,2,3,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,520,140,0,870,870,1010,0
26,2,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1010,730,590,190,470,610,0
26,2,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,440,220,80,710,1030,1170,0
26,2,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,710,490,350,440,760,900,0
26,2,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,790,410,270,600,600,740,0
26,2,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1060,680,540,330,330,470,0
26,2,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,740,460,320,460,740,880,0
26,2,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,470,190,50,730,1010,1150,0
26,2,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,620,580,440,410,790,930,0
26,2,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,520,140,0,870,870,1010,0
26,2,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,930,810,670,510,150,290,0
26,2,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,390,270,130,1050,690,830,1
26,2,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,980,760,620,170,490,630,0
26,2,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,660,540,400,780,420,560,0
26,2,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,890,850,710,140,520,660,0
26,2,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,350,310,170,680,1060,1200,1
26,3,3,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1060,680,540,330,330,470,0
26,3,3,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,620,580,440,410,790,930,0
26,3,3,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,890,850,710,140,520,660,0
26,3,3,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,710,490,350,440,760,900,0
26,3,3,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,470,190,50,730,1010,1150,1
26,3,3,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,790,410,270,600,600,740,1
26,3,3,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,660,540,400,780,420,560,1
26,3,3,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,980,760,620,170,490,630,0
26,3,3,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1010,730,590,190,470,610,0
26,3,3,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,350,310,170,680,1060,1200,1
26,3,3,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,930,810,670,510,150,290,1
26,3,3,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,390,270,130,1050,690,830,1
26,3,3,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,520,140,0,870,870,1010,1
26,3,3,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,440,220,80,710,1030,1170,1
26,3,3,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,740,460,320,460,740,880,0
25,1,3,2,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,640,560,420,410,790,930,0
25,1,3,2,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,870,870,730,140,520,660,0
25,1,3,2,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,940,800,660,150,510,650,0
25,1,3,2,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,400,260,120,690,1050,1190,0
25,1,3,2,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,450,210,70,1020,720,860,1
25,1,3,2,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1050,690,550,270,390,530,0
25,1,3,2,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,990,750,610,480,180,320,1
25,1,3,2,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,370,290,150,680,1060,1200,1
25,1,3,2,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,780,420,280,540,660,800,0
25,1,3,2,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,910,830,690,140,520,660,0
25,1,3,2,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,330,330,190,680,1060,1200,0
25,1,3,2,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,510,150,10,810,930,1070,1
25,1,3,2,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,600,600,460,410,790,930,0
25,1,3,2,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,670,530,390,420,780,920,0
25,1,3,2,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,720,480,340,750,450,590,1
29,3,3,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,790,410,270,600,600,740,1
29,3,3,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,710,490,350,440,760,900,1
29,3,3,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,660,540,400,780,420,560,1
29,3,3,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,440,220,80,710,1030,1170,1
29,3,3,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,390,270,130,1050,690,830,1
29,3,3,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,980,760,620,170,490,630,0
29,3,3,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,890,850,710,140,520,660,1
29,3,3,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,930,810,670,510,150,290,1
29,3,3,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,350,310,170,680,1060,1200,1
29,3,3,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1060,680,540,330,330,470,1
29,3,3,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1010,730,590,190,470,610,1
29,3,3,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,740,460,320,460,740,880,1
29,3,3,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,620,580,440,410,790,930,1
29,3,3,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,520,140,0,870,870,1010,1
29,3,3,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,470,190,50,730,1010,1150,1
35,1,1,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,400,260,120,690,1050,1190,1
35,1,1,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,600,600,460,410,790,930,1
35,1,1,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,670,530,390,420,780,920,1
35,1,1,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,330,330,190,680,1060,1200,0
35,1,1,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,510,150,10,810,930,1070,1
35,1,1,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,720,480,340,750,450,590,1
35,1,1,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,780,420,280,540,660,800,1
35,1,1,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,640,560,420,410,790,930,0
35,1,1,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,940,800,660,150,510,650,0
35,1,1,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,870,870,730,140,520,660,0
35,1,1,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1050,690,550,270,390,530,0
35,1,1,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,990,750,610,480,180,320,1
35,1,1,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,450,210,70,1020,720,860,1
35,1,1,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,910,830,690,140,520,660,0
35,1,1,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,370,290,150,680,1060,1200,0
44,2,2,3,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,440,220,80,710,1030,1170,1
44,2,2,3,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,470,190,50,730,1010,1150,0
44,2,2,3,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,390,270,130,1050,690,830,1
44,2,2,3,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,980,760,620,170,490,630,0
44,2,2,3,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1010,730,590,190,470,610,0
44,2,2,3,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,790,410,270,600,600,740,1
44,2,2,3,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,740,460,320,460,740,880,0
44,2,2,3,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,710,490,350,440,760,900,1
44,2,2,3,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1060,680,540,330,330,470,0
44,2,2,3,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,520,140,0,870,870,1010,1
44,2,2,3,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,350,310,170,680,1060,1200,0
44,2,2,3,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,890,850,710,140,520,660,0
44,2,2,3,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,660,540,400,780,420,560,1
44,2,2,3,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,620,580,440,410,790,930,0
44,2,2,3,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,930,810,670,510,150,290,1
34,1,2,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,780,420,280,540,660,800,0
34,1,2,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,910,830,690,140,520,660,0
34,1,2,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,940,800,660,150,510,650,0
34,1,2,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,870,870,730,140,520,660,0
34,1,2,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,450,210,70,1020,720,860,1
34,1,2,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,600,600,460,410,790,930,0
34,1,2,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,400,260,120,690,1050,1190,0
34,1,2,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,670,530,390,420,780,920,0
34,1,2,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,720,480,340,750,450,590,1
34,1,2,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,370,290,150,680,1060,1200,0
34,1,2,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,990,750,610,480,180,320,1
34,1,2,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,330,330,190,680,1060,1200,0
34,1,2,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,510,150,10,810,930,1070,0
34,1,2,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1050,690,550,270,390,530,0
34,1,2,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,640,560,420,410,790,930,0
33,1,2,2,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,660,540,400,780,420,560,1
33,1,2,2,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1010,730,590,190,470,610,0
33,1,2,2,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,470,190,50,730,1010,1150,0
33,1,2,2,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1060,680,540,330,330,470,0
33,1,2,2,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,350,310,170,680,1060,1200,0
33,1,2,2,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,440,220,80,710,1030,1170,0
33,1,2,2,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,620,580,440,410,790,930,0
33,1,2,2,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,930,810,670,510,150,290,1
33,1,2,2,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,790,410,270,600,600,740,0
33,1,2,2,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,980,760,620,170,490,630,0
33,1,2,2,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,710,490,350,440,760,900,0
33,1,2,2,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,520,140,0,870,870,1010,1
33,1,2,2,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,740,460,320,460,740,880,0
33,1,2,2,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,890,850,710,140,520,660,0
33,1,2,2,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,390,270,130,1050,690,830,1
35,2,3,2,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,400,260,120,690,1050,1190,1
35,2,3,2,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,510,150,10,810,930,1070,0
35,2,3,2,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,990,750,610,480,180,320,1
35,2,3,2,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,450,210,70,1020,720,860,0
35,2,3,2,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,600,600,460,410,790,930,1
35,2,3,2,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,640,560,420,410,790,930,0
35,2,3,2,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,870,870,730,140,520,660,1
35,2,3,2,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,910,830,690,140,520,660,1
35,2,3,2,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,940,800,660,150,510,650,0
35,2,3,2,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,370,290,150,680,1060,1200,0
35,2,3,2,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1050,690,550,270,390,530,1
35,2,3,2,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,670,530,390,420,780,920,1
35,2,3,2,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,780,420,280,540,660,800,1
35,2,3,2,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,720,480,340,750,450,590,1
35,2,3,2,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,330,330,190,680,1060,1200,1
22,2,3,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,910,830,690,140,520,660,0
22,2,3,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,400,260,120,690,1050,1190,0
22,2,3,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,450,210,70,1020,720,860,0
22,2,3,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,600,600,460,410,790,930,0
22,2,3,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,330,330,190,680,1060,1200,0
22,2,3,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,720,480,340,750,450,590,0
22,2,3,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,510,150,10,810,930,1070,0
22,2,3,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,780,420,280,540,660,800,0
22,2,3,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,940,800,660,150,510,650,0
22,2,3,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1050,690,550,270,390,530,0
22,2,3,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,370,290,150,680,1060,1200,0
22,2,3,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,870,870,730,140,520,660,0
22,2,3,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,990,750,610,480,180,320,0
22,2,3,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,670,530,390,420,780,920,0
22,2,3,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,640,560,420,410,790,930,0
49,2,3,4,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,790,410,270,600,600,740,0
49,2,3,4,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,930,810,670,510,150,290,1
49,2,3,4,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,890,850,710,140,520,660,0
49,2,3,4,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,980,760,620,170,490,630,0
49,2,3,4,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,470,190,50,730,1010,1150,0
49,2,3,4,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,620,580,440,410,790,930,0
49,2,3,4,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,440,220,80,710,1030,1170,0
49,2,3,4,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1060,680,540,330,330,470,0
49,2,3,4,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,740,460,320,460,740,880,0
49,2,3,4,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,390,270,130,1050,690,830,1
49,2,3,4,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,710,490,350,440,760,900,0
49,2,3,4,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,520,140,0,870,870,1010,0
49,2,3,4,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,660,540,400,780,420,560,0
49,2,3,4,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,350,310,170,680,1060,1200,0
49,2,3,4,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1010,730,590,190,470,610,0
51,3,4,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1060,680,540,330,330,470,1
51,3,4,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,620,580,440,410,790,930,0
51,3,4,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1010,730,590,190,470,610,0
51,3,4,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,660,540,400,780,420,560,1
51,3,4,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,890,850,710,140,520,660,0
51,3,4,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,980,760,620,170,490,630,0
51,3,4,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,390,270,130,1050,690,830,1
51,3,4,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,710,490,350,440,760,900,0
51,3,4,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,930,810,670,510,150,290,1
51,3,4,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,350,310,170,680,1060,1200,0
51,3,4,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,520,140,0,870,870,1010,1
